name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success,Category+Subcategory
"The ""Fallen Heroes of Suffolk County"" Project.",The purpose of the Fallen Heroes of Suffolk County project is to honor the 27 sons of Suffolk County NY killed in Iraq and Afghanistan.,5500,30,40.801488,-72.867603,publishing,nonfiction,1,30,publishing_nonfiction
Custom Playing Cards by Scott Johnson!,Custom decks of playing cards with art by Scott Johnson!,10000,30.02083333,40.56217,-111.929658,games,playing cards,1,30.02083333,games_playing cards
"The Mondrian, your custom 3D printer","The Mondrian is a compact, robust and highly customisable RepRap 3D printer (open-source and self-replicating)",30000,34.74618056,48.810313,6.71757,technology,3d printing,0,0,technology_3d printing
Mystery Night App - Murder Mystery Party Games Made Easy,Mystery Night App is an easy way to purchase and play freeform murder mystery games or host mystery dinner parties.,3000,26.66996528,40.760779,-111.891047,games,live games,1,26.66997685,games_live games
Help SEEING BLIND complete their latest full length album!,Please help Seeing Blind complete their new album with renowned producer Jack Endino (Nirvana/Screaming Trees/L7/Soundgarden)!,3000,29.95833333,47.606209,-122.332071,music,indie rock,1,29.95835648,music_indie rock
Ice Breaker,In my life time I've seen ups and downs. I have written a tell all book on my life/journey Ups and downs. I'm trying to screen play it.,100000,28.99439815,42.271131,-89.093995,film & video,movie theaters,0,0,film & video_movie theaters
Barajas-Ordoz,Mi bÃºsqueda en la reconstrucciÃ³n del ser como modo de supervivencia representado por elementos con ropa reciclada,6600,60.04166667,32.546056,-114.863768,fashion,ready-to-wear,0,0,fashion_ready-to-wear
"Encuentros, Pintura de Retratos","Â¡RealizaciÃ³n de retratos en Ã³leo, acuarela o pintura digital para recuperar mi equipo robado y reecontrarnos!",55000,39.69804398,19.432608,-99.133208,art,painting,1,39.69804398,art_painting
The Beginners Guide To Stop Motion Animation with Lego Brick,I plan to make a guide on how to make stop motion animations with Lego bricks for beginners.,40,30,29.760427,-95.369803,film & video,animation,1,30.00001157,film & video_animation
Daisy Jopling Band Album,Be part of the Daisy Jopling band first album: their own modern arrangements of classical music,20000,20.6578125,40.712775,-74.005973,music,classical music,1,20.65782407,music_classical music
Imagination of the Folk: Masterwork Conversations' debut CD,"The Village Wedding CD of Classical Music.  Let our four hands take you on a piano playing journey of dancing, singing, and revelry!",8000,37.62299769,40.712775,-74.005973,music,classical music,1,37.62299769,music_classical music
Caladrius Dreams ~ A Fantasy Novel by Erin Ann McCarter,"Join the adventure! By becoming a backer, you can help make possible the printing and marketing of my first novel, Caladrius Dreams.",5000,45.66046296,47.487389,-117.575762,publishing,young adult,0,0,publishing_young adult
Tokyo Mew Mew Uniform Pins,A childhood dream coming to life.,300,33.01366898,34.073902,-117.313655,fashion,accessories,1,33.01366898,fashion_accessories
Justin Cost's Volume III,"Cost is offering rewards for each donation (min. $1). With visions of ocean waves and sunsets, Vol. 3 will be colorful and optimistic. ",5500,90.88326389,39.758948,-84.191607,music,world music,0,0,music_world music
"FPS, The Anger Management Project","Launching this project and making it a success, you and I will help heal the world! Show me that you are ready for that.",1100,58.78106481,26.122439,-80.137317,publishing,nonfiction,1,58.78108796,publishing_nonfiction
Fair-Trade grocery and drugstore near you,"Get family-run village shops back, support local and fair-trade products. With home-delivery. When you are home.",5000,30,50.110922,8.682127,food,farms,0,0,food_farms
Iceland and its magical northern lights,"We travel to Iceland to capture not only the amazing northern lights, but also some stunning landscape pictures just for you.",500,60.04166667,64.146582,-21.942635,photography,nature,1,60.04166667,photography_nature
"Jason Terry: ""IF YOU DON'T LIKE THIS""  (video)","Pledge toward the making of singer/songwriter, Jason Terry's, upcoming music video and YOU can be in the video too!",500,30,36.498134,-84.512716,music,country & folk,1,30,music_country & folk
LOVF,An illustrated vision quest of a man literally losing his mind.,2500,25.73032407,40.728224,-73.794852,comics,graphic novels,1,25.73032407,comics_graphic novels
A new style of music ðŸŽ¶,Making a music artist. Tips for my productions. Free downloads. Need a keyboard and beat pad. ðŸ”¯,500,60.04166667,26.142036,-81.79481,music,electronic music,0,0,music_electronic music
Printing of Issue 1 of MCQuarterly,"Printing 5000 copies of our free, online version of the first issue of MCQuarterly, a magazine about Minecraft.",10000,30.04166667,38.627003,-90.199404,publishing,periodicals,0,0,publishing_periodicals
SONO: Wireless Smart Bluetooth Speaker Table,Bluetooth speaker table with wireless charging.,20000,35,45.515232,-122.678385,technology,gadgets,1,35,technology_gadgets
Tasty Coffee - Sourcing Fine European Coffee,Tasty Coffee is born from two London-based coffee lovers looking to share their unique blend of Portuguese sourced coffee.,1500,30.00140046,51.507218,-0.127586,food,drinks,0,0,food_drinks
GAME OVER - through the ages of video games,"As both a photography and a gamer, i'm looking to show video games throughout the ages, from retro to modern.",3000,60,53.810818,-1.76261,photography,fine art,0,0,photography_fine art
Ten Acres of Sound,"Artefact is creating Ten Acres of Sound, a festival of experimental sound based in Stirchley, South Birmingham!",2000,20.11420139,52.428367,-1.917932,art,public art,1,20.11420139,art_public art
2018-2019 Inaugural Season,"A community chorus geared towards people who would not consider themselves singers, but  want to cultivate their interest and passion.",3000,47.96946759,33.865019,-84.337127,music,classical music,0,0,music_classical music
Pup Treats: Enamel Pin Series,"Super cute, tasty treat enamel pins based on some of our favorite pup breeds!",500,16,39.739236,-104.990251,art,digital art,1,16.00002315,art_digital art
THEIR DESTINY,"When a suicidal, orphan Afghan girl is shunned & rejected by everyone for an unmarried pregnancy, she is saved by an impotent soldier.",200000,30,33.835849,-118.340629,film & video,family,0,0,film & video_family
Von Strantz Vinyl,Let us be the Apple of Your Needle. We want this vinyl to the be the only vinyl you spin this year.,5000,21,36.162664,-86.781602,music,indie rock,1,21,music_indie rock
Osito Restaurant San Francisco,"Bring to life a tasting experience that is community oriented, celebratory & intimate. One menu and one seating per night.",80000,24.29165509,37.774929,-122.419415,food,restaurants,0,0,food_restaurants
Lil Devil,"My rap name is lil devil. Iâ€™m a white 21 year old with green eyes living in NYC, hooking up with girls every week. Inspired by lil uzi",1000,10,40.712775,-74.005973,music,hip-hop,0,0,music_hip-hop
ivkeeps SoundSpaceX,An online music platform that allows artists to create a personal profile and distribute content that they created to all their fans.,30000,30,25.76168,-80.19179,technology,web,0,0,technology_web
Second Chance - Television Pilot,"Helping a homeless individual transform their life, and filming their journey from destitution to self sufficiency.",115250,30,40.58654,-122.391675,film & video,television,0,0,film & video_television
Mission Minichka: Hustling Homemade Vegetarian Delights,"In a land of simmering street meats, a menu del dia minus the salad, and a hyperfocus on traditional plates, we bring you: VEGETABLES.",100,10,6.247638,-75.565815,food,small batch,1,10,food_small batch
HANSNAP - A Wearable Smartphone Case - STAFF PICK!,"Stabilize Your Filming, And Never Drop Your Phone! The World's First Wearable Smartphone Case With An Adjustable Arm For Stabilization.",90000,50,36.974117,-122.030796,technology,wearables,0,0,technology_wearables
The Tales and Princesses Series,Funding My Young Adult Fantasy Series!,600,30.04166667,36.643673,-93.218514,publishing,fiction,1,30.04167824,publishing_fiction
PILGRIMAGE: Steve Bell's 25th Anniversary Album Project,"This four-disc set celebrates 25 years since Steve's first solo project, Comfort My People, in 1989.",20000,40,49.895136,-97.138374,music,faith,1,40,music_faith
Uncle Gareth (A Comedy About Corpses),"A short film about guilt, self-loathing, and hiding dead bodies from your niece. It's a comedy.",8250,30,40.712775,-74.005973,film & video,comedy,1,30.00003472,film & video_comedy
'Love Hugs' - World's Youngest Author's 1st Book,"An adorable children's book describes the close connection between friends and family, how hugs both express and build that connection.",1750,30,53.546124,-113.493823,publishing,children's books,1,30,publishing_children's books
Gold Baby Biscuits,"A fancy little take-out operation in the village of Suttons Bay, Michigan.",5000,7,44.763057,-85.620632,food,restaurants,1,7,food_restaurants
"Scan, Save Time and Sell Quickly: Pricetag Robot","With Pricetag Robot, avoid time consuming listing times - get all the information you need by just scanning the barcode!",12000,30,44.261931,-88.415385,technology,software,0,0,technology_software
Abigail's Treat Truck,We're introducing Abigails Treat Truck to our local communities. We're going to bring our locally baked desserts to you.,15000,45.04166667,41.09978,-80.649519,food,food trucks,0,0,food_food trucks
the Urban Death Project: Laying Our Loved Ones to Rest,What if we could grow new life after we've died? Now we can.,75000,45,47.606209,-122.332071,design,civic design,1,45.0000463,design_civic design
Djake plays Django,Musician Jacob Johnson and artist Zach Landrum collaborate on a tribute to the legacy of jazz guitarist Django Reinhardt.,5000,20,34.967617,-82.443455,music,jazz,1,20.00002315,music_jazz
My new album: Party on the 15th floor,An Album based on my experiences and battle between fiction and the art of entertaining the listener.,3000,28,51.92442,4.477733,music,pop,0,0,music_pop
"LegumSnack, Healthy Nachos of legumes, vegan, gluten free","LegumSnack, is a Healthy Nachos of legumes. ItÂ´s a natural ingredients snack, completely vegan, gluten free, soy free, GMOs free, baked",5970,30,40.416775,-3.70379,food,vegan,0,0,food_vegan
Help Us Bring Back High Noon Radio!,"We have had an opportunity given to us to bring back High Noon Radio on a much larger and powerful platform, to be named later!",1500,45,33.748995,-84.387982,music,hip-hop,0,0,music_hip-hop
Night of the Emerald Wasp,Night of the Emerald Wasp is a short film about a retired superhero who discovers she has aggressive cancer caused by her superpowers.,3000,30,53.381129,-1.470085,film & video,narrative film,0,0,film & video_narrative film
MOCAFI,"Unify with Mocafi: Financial Empowerment  for Everyone.
The mobile answer for the financially underserved.",15000,32.02695602,40.81155,-73.946477,technology,apps,1,32.02695602,technology_apps
Space Dinos,"Voyage through space in this tile laying, dice rolling, constellation building game for the entire family!",1100,18.33332176,45.585698,-122.402669,games,tabletop games,1,18.33332176,games_tabletop games
Help Keep Wood Carving Alive,"Hello , I'm  Kevin Doherty
I create woodcarvings. I'm hoping to reach more people with my art, by improving and expanding my business.",3000,30,40.865652,-75.206568,crafts,woodworking,0,0,crafts_woodworking
"Moment Travelwear: Bags To Work Anywhere, Travel Everywhere.","Everyday backpacks, totes, and organizers for the NEW work - at home, on the road, from the car, or even the park.",10000,35.62967593,47.606209,-122.332071,design,product design,1,35.6296875,design_product design
